154,1,NULL,NULL,NULL,NULL,-,KUR,"Килограмм урана",867,"кг U","КГ УРАН",7,1
155,1,NULL,NULL,NULL,NULL,NULL,NULL,"Погонный метр",018,"пог. м","ПОГ М",1,2
156,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча погонных метров",019,"10^3 пог. м","ТЫС ПОГ М",1,2
157,1,NULL,NULL,NULL,NULL,NULL,NULL,"Условный метр",020,"усл. м","УСЛ М",1,2
158,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча условных метров",048,"10^3 усл. м","ТЫС УСЛ М",1,2
159,1,NULL,NULL,NULL,NULL,NULL,NULL,"Километр условных труб",049,"км усл. труб","КМ УСЛ ТРУБ",1,2
160,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча квадратных дециметров",054,"10^3 дм2","ТЫС ДМ2",2,2
161,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион квадратных дециметров",056,"10^6 дм2","МЛН ДМ2",2,2
162,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион квадратных метров",057,"10^6 м2","МЛН М2",2,2
163,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча гектаров",060,"10^3 га","ТЫС ГА",2,2
164,1,NULL,NULL,NULL,NULL,NULL,NULL,"Условный квадратный метр",062,"усл. м2","УСЛ М2",2,2
165,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча условных квадратных метров",063,"10^3 усл. м2","ТЫС УСЛ М2",2,2
166,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион условных квадратных метров",064,"10^6 усл. м2","МЛН УСЛ М2",2,2
167,1,NULL,NULL,NULL,NULL,NULL,NULL,"Квадратный метр общей площади",081,"м2 общ. пл","М2 ОБЩ ПЛ",2,2
168,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча квадратных метров общей площади",082,"10^3 м2 общ. пл","ТЫС М2 ОБЩ ПЛ",2,2
169,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион квадратных метров общей площади",083,"10^6 м2 общ. пл","МЛН М2. ОБЩ ПЛ",2,2
170,1,NULL,NULL,NULL,NULL,NULL,NULL,"Квадратный метр жилой площади",084,"м2 жил. пл","М2 ЖИЛ ПЛ",2,2
171,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча квадратных метров жилой площади",085,"10^3 м2 жил. пл","ТЫС М2 ЖИЛ ПЛ",2,2
172,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион квадратных метров жилой площади",086,"10^6 м2 жил. пл","МЛН М2 ЖИЛ ПЛ",2,2
173,1,NULL,NULL,NULL,NULL,NULL,NULL,"Квадратный метр учебно-лабораторных зданий",087,"м2 уч. лаб. здан","М2 УЧ.ЛАБ ЗДАН",2,2
